8,रम्,मन लगना/क्रीडा करना,भ्वादिगण,आत्मनेपदि,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
8,मन्त्र्,मन्त्रणा करना,भ्वादिगण,आत्मनेपदि,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
11,पच्,पकाना,भ्वादिगण,परस्मैपदी,,पचति,पचतः,पचन्ति,पचसि,पचथः,पचथ,पचामि,पचावः,पचामः,पचतु,पचताम्,पचन्तु,पच,पचतम्,पचत,पचानि,पचाव,पचाम,अपचत्,अपचताम्,अपचन्,अपचः,अपचतम्,अपचत,अपचम्,अपचाव,अपचाम,पचेत्,पचेताम्,पचेयुः,पचेः,पचेतम्,पचेत,पचेयम्,पचेव,पचेम,पक्ता,पक्तारौ,पक्तारः,पक्तासि,पक्तास्थः,पक्तास्थ,पक्तास्मि,पक्तास्वः,पक्तास्मः,पक्ष्यति,पक्ष्यतः,पक्ष्यन्ति,पक्ष्यसि,पक्ष्यथः,पक्ष्यथ,पक्ष्यामि,पक्ष्यावः,पक्ष्यामः,अपक्ष्यत्,अपक्ष्यताम्,अपक्ष्यन्,अपक्ष्यः,अपक्ष्यतम्,अपक्ष्यत,अपक्ष्यम्,अपक्ष्याव,अपक्ष्याम,पच्यात्,पच्यास्ताम्,पच्यासुः,पच्याः,पच्यास्तम्,पच्यास्त,पच्यासम्,पच्यास्व,पच्यास्म,पपाच,पेचतुः,पेचुः,पेचिथ/पपक्थ,पेचथुः,पेच,पपाच/पपच,पेचिव,पेचिम,अपाक्षीत्,अपाक्ताम्,अपाक्षुः,अपाक्षीः,अपाक्तम्,अपाक्त,अपाक्षम्,अपाक्ष्व,अपाक्ष्म
11,नम्,नमस्कार करना,भ्वादिगण,परस्मैपदी,,नमति,नमतः,नमन्ति,नमसि,नमथः,नमथ,नमामि,नमावः,नमामः,नमतु,नमताम्,नमन्तु,नम,नमतम्,नमत,नमानि,नमाव,नमाम,अनमत्,अनमताम्,अनमन्,अनमः,अनमतम्,अनमत,अनमम्,अनमाव,अनमाम,नमेत्,नमेताम्,नमेयुः,नमेः,नमेतम्,नमेत,नमेयम्,नमेव,नमेम,नन्ता,नन्तारौ,नन्तारः,नन्तासि,नन्तास्थः,नन्तास्थ,नन्तास्मि,नन्तास्वः,नन्तास्मः,नंस्यति,नंस्यतः,नंस्यन्ति,नंस्यसि,नंस्यथः,नंस्यथ,नंस्यामि,नंस्यावः,नंस्यामः,अनंस्यत्,अनंस्यताम्,अनंस्यन्,अनंस्यः,अनंस्यतम्,अनंस्यत,अनंस्यम्,अनंस्याव,अनंस्याम,नम्यात्,नम्यास्ताम्,नम्यासुः,नम्याः,नम्यास्तम्,नम्यास्त,नम्यासम्,नम्यास्व,नम्यास्म,ननाम,नमेतुः,नेमुः,नेमिथ/ननन्थ,नेमतुः,नेम,ननाम/ननम,नेमिव,नेमिम,अनंसीत्,अनंसिष्टाम्,अनंसिषुः,अनंसीः,अनंसिष्टम्,अनंसिष्ट,अनंसिषम्,अनंसिष्व,अनंसिष्म
12,स्मृ,स्मरण करना,भ्वादिगण,परस्मैपदी,,स्मरति,स्मरतः,स्मरन्ति,स्मरसि,स्मरथः,स्मरथ,स्मरामि,स्मरावः,स्मरामः,स्मरतु,स्मरताम्,स्मरन्तु,स्मर,स्मरतम्,स्मरत,स्मराणि,स्मराव,स्मराम,अस्मरत्,अस्मरताम्,अस्मरन्,अस्मरः,अस्मरतम्,अस्मरत,अस्मरम्,अस्मराव,अस्मराम,स्मरेत्,स्मरेताम्,स्मरेयुः,स्मरेः,स्मरेतम्,स्मरेत,स्मरेयम्,स्मरेव,स्मरेम,स्मर्ता,स्मर्तारौ,स्मर्तारः,स्मर्तासि,स्मर्तास्थः,स्मर्तास्थ,स्मर्तास्मि,स्मर्तास्वः,स्मर्तास्मः,स्मरिष्यति,स्मरिष्यतः,स्मरिष्यन्ति,स्मरिष्यसि,स्मरिष्यथः,स्मरिष्यथ,स्मरिष्यामि,स्मरिष्यावः,स्मरिष्यामः,अस्मरिष्यत्,अस्मरिष्यताम्,अस्मरिष्यन्,अस्मरिष्यः,अस्मरिष्यतम्,अस्मरिष्यत,अस्मरिष्यम्,अस्मरिष्याव,अस्मरिष्याम,स्मर्यात्,स्मर्यास्ताम्,स्मर्यासुः,स्मर्याः,स्मर्यास्तम्,स्मर्यास्त,स्मर्यासम्,स्मर्यास्व,स्मर्यास्म,सस्मार,सस्मरतुः,सस्मरुः,सस्मर्थ,सस्मरथुः,सस्मर,सस्मार/सस्मर,सस्मरिव,सस्मरिम,अस्मार्षीत्,अस्मार्ष्टाम्,अस्मार्षुः,अस्मार्षीः,अस्मार्ष्टम्,अस्मार्ष्ट,अस्मार्षम्,अस्मार्ष्व,अस्मार्ष्म
14,कृष्,जोतना,भ्वादिगण,परस्मैपदी,लुङ् में अकृक्षत् और अक्राक्षीत् भी रूप बनेंगे ।,कर्षति,कर्षतः,कर्षन्ति,कर्षसि,कर्षथः,कर्षथ,कर्षामि,कर्षावः,कर्षामः,कर्षतु,कर्षताम्,कर्षन्तु,कर्ष,कर्षतम्,कर्षत,कर्षाणि,कर्षाव,कर्षाम,अकर्षत्,अकर्षताम्,अकर्षन्,अकर्षः,अकर्षतम्,अकर्षत,अकर्षम्,अकर्षाव,अकर्षाम,कर्षेत्,कर्षेताम्,कर्षेयुः,कर्षेः,कर्षेतम्,कर्षेत,कर्षेयम्,कर्षेव,कर्षेम,कर्ष्टा/क्रष्टा,कर्ष्टारौ/क्रष्टारौ,कर्ष्टारः/क्रष्टारः,कर्ष्टासि/क्रष्टासि,कर्ष्टास्थः/क्रष्टास्थः,कर्ष्टास्थ/क्रष्टास्थ,कर्ष्टास्मि/क्रष्टास्मि,कर्ष्टास्वः/क्रष्टास्वः,कर्ष्टास्मः/क्रष्टास्मः,कर्क्ष्यति/क्रक्ष्यति,कर्क्ष्यतः/क्रक्ष्यतः,कर्क्ष्यन्ति/क्रक्ष्यन्ति,कर्क्ष्यसि/क्रक्ष्यसि,कर्क्ष्यथः/क्रक्ष्यथः,कर्क्ष्यथ/क्रक्ष्यथ,कर्क्ष्यामि/क्रक्ष्यामि,कर्क्ष्यावः/क्रक्ष्यावः,कर्क्ष्यामः/क्रक्ष्यामः,अकर्क्ष्यत्/अक्रक्ष्यत्,अकर्क्ष्यताम्/अक्रक्ष्यताम्,अकर्क्ष्यन्/अक्रक्ष्यन्,अकर्क्ष्यः/अक्रक्ष्यः,अकर्क्ष्यतम्/अक्रक्ष्यतम्,अकर्क्ष्यत/अक्रक्ष्यत,अकर्क्ष्यम्/अक्रक्ष्यम्,अकर्क्ष्याव/अक्रक्ष्याव,अकर्क्ष्याम/अक्रक्ष्याम,कृष्यात्,कृष्यास्ताम्,कृष्यासुः,कृष्याः,कृष्यास्तम्,कृष्यास्त,कृष्यासम्,कृष्यास्व,कृष्यास्म,चकर्ष,चकृषतुः,चकृषुः,चकर्षिथ,चकृषथुः,चकृष,चकर्ष,चकृषिव,चकृषिम,अकार्क्षीत्,अकार्ष्टाम्,अकार्क्षुः,अकार्क्षीः,अकार्ष्टम्,अकार्ष्ट,अकार्क्षम्,अकार्क्ष्व,अकार्क्ष्म
13,घ्रा,सूँघना,भ्वादिगण,परस्मैपदी,,जिघ्रति,जिघ्रतः,जिघ्रन्ति,जिघ्रसि,जिघ्रथः,जिघ्रथ,जिघ्रामि,जिघ्रावः,जिघ्रामः,जिघ्रतु,जिघ्रताम्,जिघ्रन्तु,जिघ्र,जिघ्रतम्,जिघ्रत,जिघ्राणि,जिघ्राव,जिघ्राम,अजिघ्रत्,अजिघ्रताम्,अजिघ्रन्,अजिघ्रः,अजिघ्रतम्,अजिघ्रत,अजिघ्रम्,अजिघ्राव,अजिघ्राम,जिघ्रेत्,जिघ्रेताम्,जिघ्रेयुः,जिघ्रेः,जिघ्रेतम्,जिघ्रेत,जिघ्रेयम्,जिघ्रेव,जिघ्रेम,घ्राता,घ्रातारौ,घ्रातारः,घ्रातासि,घ्रातास्थः,घ्रातास्थ,घ्रातास्मि,घ्रातास्वः,घ्रातास्मः,घ्रास्यति,घ्रास्यतः,घ्रास्यन्ति,घ्रास्यसि,घ्रास्यथः,घ्रास्यथ,घ्रास्यामि,घ्रास्यावः,घ्रास्यामः,अघ्रास्यत्,अघ्रास्यताम्,अघ्रास्यन्,अघ्रास्यः,अघ्रास्यतम्,अघ्रास्यत,अघ्रास्यम्,अघ्रास्याव,अघ्रास्याम,घ्रेयात्/घ्रायात्,घ्रेयास्ताम्/घ्रायास्ताम्,घ्रेयासुः/घ्रायासुः,घ्रेयाः/घ्रायाः,घ्रेयास्तम्/घ्रायास्तम्,घ्रेयास्त/घ्रायास्त,घ्रेयासम्/घ्रायासम्,घ्रेयास्व/घ्रायास्व,घ्रेयास्म/घ्रायास्म,जघ्रौ,जघ्रतुः,जघ्रुः,जघ्राथ/जघ्रिथ,जघ्रथुः,जघ्र,जघ्रौ,जघ्रिव,जघ्रिम,अघ्रात्/अघ्रासीत्,अघ्राताम्/अघ्रासिष्टाम्,अघ्रुः/अघ्रासिषुः,अघ्राः/अघ्रासीः,अघ्रातम्/अघ्रासिष्टम्,अघ्रात/अघ्रासिष्ट,अघ्राम्/अघ्रासिषम्,अघ्राव/अघ्रासिष्व,अघ्राम/अघ्रासिष्म
14,वस्,रहना,भ्वादिगण,परस्मैपदी,,वसति,वसतः,वसन्ति,वससि,वसथः,वसथ,वसामि,वसावः,वसामः,वसतु,वसताम्,वसन्तु,वस,वसतम्,वसत,वसानि,वसाव,वसाम,अवसत्,अवसताम्,अवसन्,अवसः,अवसतम्,अवसत,अवसम्,अवसाव,अवसाम,वसेत्,वसेताम्,वसेयुः,वसेः,वसेतम्,वसेत,वसेयम्,वसेव,वसेम,वस्ता,वस्तारौ,वस्तारः,वस्तासि,वस्तास्थः,वस्तास्थ,वस्तास्मि,वस्तास्वः,वस्तास्मः,वत्स्यति,वत्स्यतः,वत्स्यन्ति,वत्स्यसि,वत्स्यथः,वत्स्यथ,वत्स्यामि,वत्स्यावः,वत्स्यामः,अवत्स्यत्,अवत्स्यताम्,अवत्स्यन्,अवत्स्यः,अवत्स्यतम्,अवत्स्यत,अवत्स्यम्,अवत्स्याव,अवत्स्याम,उष्यात्,उष्यास्ताम्,उष्यासुः,उष्याः,उष्यास्तम्,उष्यास्त,उष्यासम्,उष्यास्व,उष्यास्म,उवास,ऊषतुः,ऊषुः,उवसिथ/उवस्थ,उषथुः,ऊष,उवास/उवस,ऊषिव,ऊषिम,अवात्सीत्,अवात्ताम्,अवात्सुः,अवात्सीः,अवात्तम्,अवात्त,अवात्सम्,अवात्स्व,अवात्स्म
16,याच् (पर),माँगना,भ्वादिगण,परस्मैपदी,उभयपदी,याचति,याचतः,याचन्ति,याचसि,याचथः,याचथ,याचामि,याचावः,याचामः,याचतु,याचताम्,याचन्तु,याच,याचतम्,याचत,याचानि,याचाव,याचाम,अयाचत्,अयाचताम्,अयाचन्,अयाचः,अयाचतम्,अयाचत,अयाचम्,अयाचाव,अयाचाम,याचेत्,याचेताम्,याचेयुः,याचेः,याचेतम्,याचेत,याचेयम्,याचेव,याचेम,याचिता,याचितारौ,याचितारः,याचितासि,याचितास्थः,याचितास्थ,याचितास्मि,याचितास्वः,याचितास्मः,याचिष्यति,याचिष्यतः,याचिष्यन्ति,याचिष्यसि,याचिष्यथः,याचिष्यथ,याचिष्यामि,याचिष्यावः,याचिष्यामः,अयाचिष्यत्,अयाचिष्यताम्,अयाचिष्यन्,अयाचिष्यः,अयाचिष्यतम्,अयाचिष्यत,अयाचिष्यम्,अयाचिष्याव,अयाचिष्याम,याच्यात्,याच्यास्ताम्,याच्यासुः,याच्याः,याच्यास्तम्,याच्यास्त,याच्यासम्,याच्यास्व,याच्यास्म,ययाच,ययाचतुः,ययाचुः,ययाचिथ,ययाचथुः,ययाच,ययाच,ययाचिव,ययाचिम,अयाचीत्,अयाचिष्टाम्,अयाचिषुः,अयाचीः,अयाचिष्टम्,अयाचिष्ट,अयाचिषम्,अयाचिष्व,अयाचिष्म
16,याच् (आ),माँगना,भ्वादिगण,आत्मनेपदि,उभयपदी,याचते,याचेते,याचन्ते,याचसे,याचेथे,याचध्वे,याचे,याचावहे,याचामहे,याचताम्,याचेताम्,याचन्ताम्,याचस्व,याचेथाम्,याचध्वम्,याचै,याचावहै,याचामहै,अयाचत,अयाचेताम्,अयाचन्त,अयाचथाः,अयाचेथाम्,अयाचध्वम्,अयाचे,अयाचावहि,अयाचामहि,याचेत,याचेयाताम्,याचेरन्,याचेथाः,याचेयाथाम्,याचेध्वम्,याचेय,याचेवहि,याचेमहि,याचिता,याचितारौ,याचितारः,याचितासे,याचितासाथे,याचिताध्वे,याचिताहे,याचितास्वहे,याचितास्महे,याचिष्यते,याचिष्येते,याचिष्यन्ते,याचिष्यसे,याचिष्येथे,याचिष्यध्वे,याचिष्ये,याचिष्यावहे,याचिष्यामहे,अयाचिष्यत,अयाचिष्येताम्,अयाचिष्यन्त,अयाचिष्यथाः,अयाचिष्येथाम्,अयाचिष्यध्वम्,अयाचिष्ये,अयाचिष्यावहि,अयाचिष्यामहि,याचिषीष्ट,याचिषीयास्ताम्,याचिषीरन्,याचिषीष्ठाः,याचिषीयास्थाम्,याचिषीध्वम्,याचिषीय,याचिषीवहि,याचिषीमहि,ययाचे,ययाचाते,ययाचिरे,ययाचिषे,ययाचाथे,ययाचिध्वे,ययाचे,ययाचिवहे,ययाचिमहे,अयाचिष्ट,अयाचिषाताम्,अयाचिषत,अयाचिष्ठाः,अयाचिषाथाम्,अयाचिध्वम्,अयाचिषि,अयाचिष्वहि,अयाचिष्महि
17,वह् (पर),ढोना,भ्वादिगण,परस्मैपदी,उभयपदी,वहति,वहतः,वहन्ति,वहसि,वहथः,वहथ,वहामि,वहावः,वहामः,वहतु,वहताम्,वहन्तु,वह,वहतम्,वहत,वहानि,वहाव,वहाम,अवहत्,अवहताम्,अवहन्,अवहः,अवहतम्,अवहत,अवहम्,अवहाव,अवहाम,वहेत्,वहेताम्,वहेयुः,वहेः,वहेतम्,वहेत,वहेयम्,वहेव,वहेम,वोढा,वोढारौ,वोढारः,वोढासि,वोढास्थः,वोढास्थ,वोढास्मि,वोढास्वः,वोढास्मः,वक्ष्यति,वक्ष्यतः,वक्ष्यन्ति,वक्ष्यसि,वक्ष्यथः,वक्ष्यथ,वक्ष्यामि,वक्ष्यावः,वक्ष्यामः,अवक्ष्यत्,अवक्ष्यताम्,अवक्ष्यन्,अवक्ष्यः,अवक्ष्यतम्,अवक्ष्यत,अवक्ष्यम्,अवक्ष्याव,अवक्ष्याम,उह्यात्,उह्यास्ताम्,उह्यासुः,उह्याः,उह्यास्तम्,उह्यास्त,उह्यासम्,उह्यास्व,उह्यास्म,उवाह,ऊहतुः,ऊहुः,उवहिथ/उवोढ,ऊहथुः,ऊह,उवाह/उवह,ऊहिव,ऊहिम,अवाक्षीत्,अवोढाम्,अवाक्षुः,अवाक्षीः,अवोढम्,अवोढ,अवाक्षम्,अवाक्ष्व,अवाक्ष्म
17,वह् (आ),ढोना,भ्वादिगण,आत्मनेपदि,उभयपदी,वहते,वहेते,वहन्ते,वहसे,वहेथे,वहध्वे,वहे,वहावहे,वहामहे,वहताम्,वहेताम्,वहन्ताम्,वहस्व,वहेथाम्,वहध्वम्,वहै,वहावहै,वहामहै,अवहत,अवहेताम्,अवहन्त,अवहथाः,अवहेथाम्,अवहध्वम्,अवहे,अवहावहि,अवहामहि,वहेत,वहेयाताम्,वहेरन्,वहेथाः,वहेयाथाम्,वहेध्वम्,वहेय,वहेवहि,वहेमहि,वोढा,वोढारौ,वोढारः,वोढासे,वोढासाथे,वोढाध्वे,वोढाहे,वोढास्वहे,वोढास्महे,वक्ष्यते,वक्ष्येते,वक्ष्यन्ते,वक्ष्यसे,वक्ष्येथे,वक्ष्यध्वे,वक्ष्ये,वक्ष्यावहे,वक्ष्यामहे,अवक्ष्यत,अवक्ष्येताम्,अवक्ष्यन्त,अवक्ष्यथाः,अवक्ष्येथाम्,अवक्ष्यध्वम्,अवक्ष्ये,अवक्ष्यावहि,अवक्ष्यामहि,वक्षीष्ट,वक्षीयास्ताम्,वक्षीरन्,वक्षीष्ठाः,वक्षीयास्थाम्,वक्षीध्वम्,वक्षीय,वक्षीवहि,वक्षीमहि,ऊहे,ऊहाते,ऊहिरे,ऊहिषे,ऊहाथे,ऊहिध्वे,ऊहे,ऊहिवहे,ऊहिमहे,अवोढ,अवक्षाताम्,अवक्षत,अवोढाः,अवक्षाथाम्,अवोढ्वम्,अवाक्षि,अवक्ष्वहि,अवक्ष्महि
18,नी (पर),ले जाना,भ्वादिगण,परस्मैपदी,उभयपदी,नयति,नयतः,नयन्ति,नयसि,नयथः,नयथ,नयामि,नयावः,नयामः,नयतु,नयताम्,नयन्तु,नय,नयतम्,नयत,नयानि,नयाव,नयाम,अनयत्,अनयताम्,अनयन्,अनयः,अनयतम्,अनयत,अनयम्,अनयाव,अनयाम,नयेत्,नयेताम्,नयेयुः,नयेः,नयेतम्,नयेत,नयेयम्,नयेव,नयेम,नेता,नेतारौ,नेतारः,नेतासि,नेतास्थः,नेतास्थ,नेतास्मि,नेतास्वः,नेतास्मः,नेष्यति,नेष्यतः,नेष्यन्ति,नेष्यसि,नेष्यथः,नेष्यथ,नेष्यामि,नेष्यावः,नेष्यामः,अनेष्यत्,अनेष्यताम्,अनेष्यन्,अनेष्यः,अनेष्यतम्,अनेष्यत,अनेष्यम्,अनेष्याव,अनेष्याम,नीयात्,नीयास्ताम्,नीयासुः,नीयाः,नीयास्तम्,नीयास्त,नीयासम्,नीयास्व,नीयास्म,निनाय,निन्यतुः,निन्युः,ननयिथ/निनेथ,निन्यथुः,निन्य,निनाय/निनय,निन्यिव,निन्यिम,अनैषीत्,अनैष्टाम्,अनैषुः,अनैषीः,अनैष्टम्,अनैष्ट,अनैषम्,अनैष्व,अनैष्म
18,नी (आ),ले जाना,भ्वादिगण,आत्मनेपदि,उभयपदी,नयते,नयेते,नयन्ते,नयसे,नयेथे,नयध्वे,नये,नयावहे,नयामहे,नयताम्,नयेताम्,नयन्ताम्,नयस्व,नयेथाम्,नयध्वम्,नयै,नयावहै,नयामहै,अनयत,अनयेताम्,अनयन्त,अनयथाः,अनयेथाम्,अनयध्वम्,अनये,अनयावहि,अनयामहि,नयेत,नयेयाताम्,नयेरन्,नयेथाः,नयेयाथाम्,नयेध्वम्,नयेय,नयेवहि,नयेमहि,नेता,नेतारौ,नेतारः,नेतासे,नेतासाथे,नेताध्वे,नेताहे,नेतास्वहे,नेतास्महे,नेष्यते,नेष्येते,नेष्यन्ते,नेष्यसे,नेष्येथे,नेष्यध्वे,नेष्ये,नेष्यावहे,नेष्यामहे,अनेष्यत,अनेष्येताम्,अनेष्यन्त,अनेष्यथाः,अनेष्येथाम्,अनेष्यध्वम्,अनेष्ये,अनेष्यावहि,अनेष्यामहि,नेषीष्ट,नेषीयास्ताम्,नेषीरन्,नेषीष्ठाः,नेषीयास्थाम्,नेषीध्वम्,नेषीय,नेषीवहि,नेषीमहि,निन्ये,निन्याते,निन्यिरे,निन्यिषे,निन्याथे,निन्यिध्वे,निन्ये,निन्यिवहे,निन्यिमहे,अनेष्ट,अनेषाताम्,अनेषत,अनेष्ठाः,अनेषाथाम्,अनेढ्वम्,अनेषि,अनेष्वहि,अनेष्महि
19,हृ (पर),हरना,भ्वादिगण,परस्मैपदी,उभयपदी,हरति,हरतः,हरन्ति,हरसि,हरथः,हरथ,हरामि,हरावः,हरामः,हरतु,हरताम्,हरन्तु,हर,हरतम्,हरत,हराणि,हराव,हराम,अहरत्,अहरताम्,अहरन्,अहरः,अहरतम्,अहरत,अहरम्,अहराव,अहराम,हरेत्,हरेताम्,हरेयुः,हरेः,हरेतम्,हरेत,हरेयम्,हरेव,हरेम,हर्ता,हर्तारौ,हर्तारः,हर्तासि,हर्तास्थः,हर्तास्थ,हर्तास्मि,हर्तास्वः,हर्तास्मः,हरिष्यति,हरिष्यतः,हरिष्यन्ति,हरिष्यसि,हरिष्यथः,हरिष्यथ,हरिष्यामि,हरिष्यावः,हरिष्यामः,अहरिष्यत्,अहरिष्यताम्,अहरिष्यन्,अहरिष्यः,अहरिष्यतम्,अहरिष्यत,अहरिष्यम्,अहरिष्याव,अहरिष्याम,ह्रियात्,ह्रियास्ताम्,ह्रियासुः,ह्रियाः,ह्रियास्तम्,ह्रियास्त,ह्रियासम्,ह्रियास्व,ह्रियास्म,जहार,जह्रतुः,जह्रुः,जहर्थ,जह्रथुः,जह्र,जहार/जहर,जह्रिव,जह्रिम,अहार्षीत्,अहार्ष्टाम्,अहार्षुः,अहार्षीः,अहार्ष्टम्,अहार्ष्ट,अहार्षम्,अहार्ष्व,अहार्ष्म
19,हृ (आ),हरना,भ्वादिगण,आत्मनेपदि,उभयपदी,हरते,हरेते,हरन्ते,हरसे,हरेथे,हरध्वे,हरे,हरावहे,हरामहे,हरताम्,हरेताम्,हरन्ताम्,हरस्व,हरेथाम्,हरध्वम्,हरै,हरावहै,हरामहै,अहरत,अहरेताम्,अहरन्त,अहरथाः,अहरेथाम्,अहरध्वम्,अहरे,अहरावहि,अहरामहि,हरेत,हरेयाताम्,हरेरन्,हरेथाः,हरेयाथाम्,हरेध्वम्,हरेय,हरेवहि,हरेमहि,हर्ता,हर्तारौ,हर्तारः,हर्तासे,हर्तासाथे,हर्ताध्वे,हर्ताहे,हर्तास्वहे,हर्तास्महे,हरिष्यते,हरिष्येते,हरिष्यन्ते,हरिष्यसे,हरिष्येथे,हरिष्यध्वे,हरिष्ये,हरिष्यावहे,हरिष्यामहे,अहरिष्यत,अहरिष्येताम्,अहरिष्यन्त,अहरिष्यथाः,अहरिष्येथाम्,अहरिष्यध्वम्,अहरिष्ये,अहरिष्यावहि,अहरिष्यामहि,हृषीष्ट,हृषीयास्ताम्,हृषीरन्,हृषीष्ठाः,हृषीयास्थाम्,हृषीध्वम्,हृषीय,हृषीवहि,हृषीमहि,जह्रे,जह्राते,जह्रिरे,जह्रिषे,जह्राथे,जह्रिध्वे,जह्रे,जह्रिवहे,जह्रिमहे,अहृत,अहृषाताम्,अहृषत,अहृथाः,अहृषाथाम्,अहृढ्वम्,अहृषि,अहृष्वहि,अहृष्महि
20,श्रु,सुनना,भ्वादिगण,परस्मैपदी,लट् आदि में श्रु को शृ होगा,शृणोति,शृणुतः,शृण्वन्ति,शृणोषि,शृणुथः,शृणुथ,शृणोमि,शृणुवः/शृण्वः,शृणुमः/शृण्मः,शृणोतु,शृणुताम्,शृण्वन्तु,शृणु,शृणुतम्,शृणुत,शृणवानि,शृणवाव,शृणवाम,अशृणोत्,अशृणुताम्,अशृण्वन्,अशृणोः,अशृणुतम्,अशृणुत,अशृणवम्,अशृणुव/अशृण्व,अशृणुम/अशृण्म,शृणुयात्,शृणुयाताम्,शृणुयुः,शृणुयाः,शृणुयातम्,शृणुयात,शृणुयाम्,शृणुयाव,शृणुयाम,श्रोता,श्रोतारौ,श्रोतारः,श्रोतासि,श्रोतास्थः,श्रोतास्थ,श्रोतास्मि,श्रोतास्वः,श्रोतास्मः,श्रोष्यति,श्रोष्यतः,श्रोष्यन्ति,श्रोष्यसि,श्रोष्यथः,श्रोष्यथ,श्रोष्यामि,श्रोष्यावः,श्रोष्यामः,अश्रोष्यत्,अश्रोष्यताम्,अश्रोष्यन्,अश्रोष्यः,अश्रोष्यतम्,अश्रोष्यत,अश्रोष्यम्,अश्रोष्याव,अश्रोष्याम,श्रूयात्,श्रूयास्ताम्,श्रूयासुः,श्रूयाः,श्रूयास्तम्,श्रूयास्त,श्रूयासम्,श्रूयास्व,श्रूयास्म,शुश्राव,शुश्रुवतुः,शुश्रुवुः,शुश्रोथ,शुश्रुवथुः,शुश्रुव,शुश्राव/शुश्रव,शुश्रुव,शुश्रुम,अश्रौषीत्,अश्रौष्टाम्,अश्रौषुः,अश्रौषीः,अश्रौष्टम्,अश्रौष्ट,अश्रौषम्,अश्रौष्व,अश्रौष्म
21,कृ (पर),करना,तनादिगण,परस्मैपदी,उभयपदी,करोति,कुरुतः,कुर्वन्ति,करोषि,कुरुथः,कुरुथ,करोमि,कुर्वः,कुर्मः,करोतु,कुरुताम्,कुर्वन्तु,कुरु,कुरुतम्,कुरुत,करवाणि,करवाव,करवाम,अकरोत्,अकुरुताम्,अकुर्वन्,अकरोः,अकुरुतम्,अकुरुत,अकरवम्,अकुर्व,अकुर्म,कुर्यात्,कुर्याताम्,कुर्युः,कुर्याः,कुर्यातम्,कुर्यात,कुर्याम्,कुर्याव,कुर्याम,कर्ता,कर्तारौ,कर्तारः,कर्तासि,कर्तास्थः,कर्तास्थ,कर्तास्मि,कर्तास्वः,कर्तास्मः,करिष्यति,करिष्यतः,करिष्यन्ति,करिष्यसि,करिष्यथः,करिष्यथ,करिष्यामि,करिष्यावः,करिष्यामः,अकरिष्यत्,अकरिष्यताम्,अकरिष्यन्,अकरिष्यः,अकरिष्यतम्,अकरिष्यत,अकरिष्यम्,अकरिष्याव,अकरिष्याम,क्रियात्,क्रियास्ताम्,क्रियासुः,क्रियाः,क्रियास्तम्,क्रियास्त,क्रियासम्,क्रियास्व,क्रियास्म,चकार,चक्रतुः,चक्रुः,चकर्थ,चक्रथुः,चक्र,चकार/चकर,चकृव,चकृम,अकार्षीत्,अकार्ष्टाम्,अकार्षुः,अकार्षीः,अकार्ष्टम्,अकार्ष्ट,अकार्षम्,अकार्ष्व,अकार्ष्म
22,कृ (आ),करना,तनादिगण,आत्मनेपदि,उभयपदी,कुरुते,कुर्वाते,कुर्वते,कुरुषे,कुर्वाथे,कुरुध्वे,कुर्वे,कुर्वहे,कुर्महे,कुरुताम्,कुर्वाताम्,कुर्वताम्,कुरुप्व,कुर्वाथाम्,कुरुध्वम्,करवै,करवावहै,करवामहै,अकुरुत,अकुर्वाताम्,अकुर्वत,अकुरुथाः,अकुर्वाथाम्,अकुरुध्वम्,अकुर्वि,अकुर्वहि,अकुर्महि,कुर्वीत,कुर्वीयाताम्,कुर्वीरन्,कुर्वीथाः,कुर्वीयाथाम्,कुर्वीध्वम्,कुर्वीय,कुर्वीवहि,कुर्वीमहि,कर्ता,कर्तारौ,कर्तारः,कर्तासे,कर्तासाथे,कर्ताध्वे,कर्ताहे,कर्तास्वहे,कर्तास्महे,करिष्यते,करिष्येते,करिष्यन्ते,करिष्यसे,करिष्येथे,करिष्यध्वे,करिष्ये,करिष्यावहे,करिष्यामहे,अकरिष्यत,अकरिष्येताम्,अकरिष्यन्त,अकरिष्यथाः,अकरिष्येथाम्,अकरिष्यध्वम्,अकरिष्ये,अकरिष्यावहि,अकरिष्यामहि,कृषीष्ट,कृषीयास्ताम्,कृषीरन्,कृषीष्ठाः,कृषीयास्थाम्,कृषीध्वम्,कृषीय,कृषीवहि,कृषीमहि,चक्रे,चक्राते,चक्रिरे,चकृषे,चक्राथे,चकृढ्वे,चक्रे,चकृवहे,चकृमहे,अकृत,अकृषाताम्,अकृषत,अकृथाः,अकृषाथाम्,अकृढ्वम्,अकृषि,अकृष्वहि,अकृष्महि
